pmm,smm,vmm,exclude,deceased,firstName,nickName,lastName,organizationName,totalDonations,totalPledge,largestGift,largestGiftAppeal,firstGiftDate,lastGiftDate,lastGiftAmount,lastGiftRequest,lastGiftAppeal,addressLine1,addressLine2,city,contactPhoneType,phoneRestrictions,emailRestrictions,communicationRestrictions,subscriptionInPerson,subscriptionMagazine,communicationPreference
,,,false,false,Jo ann,,Alfwy,"Jones, Leuschke and Wehner",4,13,76,,,,,,,5404 American Ash Avenue,Apt 1959,Surrey,home,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-out,Holiday Card
,Jazmin Reeken,,false,false,Jazmin,,Reeken,"Fisher, Gerlach and West",19,3,8,,,,,,,1844 Macpherson Terrace,5th Floor,Surrey,personal,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Newsletter
,,,false,false,Maudie,Maudie,Raynes,Kerluke and Sons,2,1,16,,,,37,,amet nunc viverra dapibus nulla suscipit ligula in lacus,2535 Weeping Birch Junction,,Victoria,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Event
,,Melinda Mackelworth,false,false,Melinda,,Mackelworth,,14,8,80,,10024,,28,,felis donec semper sapien a libero,983 Birchwood Way,,Courtenay,home,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-in,Thank you
,,,true,false,Ranna,,De Lisle,"Sanford, Reynolds and Raynor",5,10,85,,62593,,,,,9616 Doe Crossing Avenue,Room 217,Victoria,home,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Survey
,,,false,false,Scottie,,Lewendon,Gleason LLC,15,12,6,,7308,,,,felis fusce posuere felis sed lacus morbi sem,36 Green Court,2nd Floor,Parksville,work,No Phone Appeals,No Appeals,Opt-in,Opt-in,Opt-in,Holiday Card
,,,false,false,Bonita,,Iacoviello,Considine Group,7,20,2,,,,,,,09084 Straubel Road,,Saanich,personal,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-in,Holiday Card
,Elysia Ilem,,false,false,Elysia,,Ilem,"Haag, Hyatt and Cormier",18,16,42,,,,,,,615 Chinook Terrace,PO Box 42846,Courtenay,home,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-in,Event
,,Clovis Maffy,false,false,Clovis,Clovis,Maffy,"Von, Prohaska and Schultz",5,7,72,,,,,,leo odio porttitor id consequat in,05126 Cascade Point,3rd Floor,Burnaby,work,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-in,Thank you
,,Sharona Rathborne,false,false,Sharona,Sharona,Rathborne,"Konopelski, Harvey and Bogisich",15,14,41,,,,,,,554 Doe Crossing Way,,Surrey,personal,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-out,Holiday Card
,,,false,false,Glen,Glen,Pamment,Conroy-McClure,5,12,41,nulla sed vel enim sit amet nunc viverra dapibus nulla,,,,,,2 Florence Alley,PO Box 83317,Vancouver,work,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-out,Survey
,,,false,false,Cari,Cari,Mulvany,Lowe Inc,2,18,12,,,,,,primis in faucibus orci,01574 Thackeray Court,4th Floor,Richmond,home,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-out,Holiday Card
,,Edi Nunes Nabarro,false,false,Edi,,Nunes Nabarro,Kub-Mertz,6,9,16,,,,,,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,88 Hoard Circle,19th Floor,Campbell,personal,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Research update
,,Ardisj Burnup,false,false,Ardisj,,Burnup,Ankunding-Streich,8,12,69,,,,23,,,6448 Merrick Terrace,13th Floor,Surrey,personal,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-out,Survey
,,,false,false,Ashlin,,Merrett,"Mosciski, Turner and Conn",12,13,67,,,,60,,,1407 Sauthoff Road,PO Box 90930,Parksville,personal,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Event
,,,false,false,Minor,,Borgne,Lind-Kunze,8,2,93,sodales sed tincidunt eu,,,,,aenean lectus pellentesque,18426 Donald Place,Room 1122,Parksville,work,No Phone Appeals,No Surveys,Opt-out,Opt-out,Opt-out,Survey
Lowrance Geffe,Lowrance Geffe,Lowrance Geffe,false,false,Lowrance,Lowrance,Geffe,Bechtelar Inc,16,11,69,,,,,,,0444 Eastlawn Drive,,Richmond,home,No Mass Communications,No Mass Emails,Opt-out,Opt-out,Opt-out,Survey
Lindsy Croy,,Lindsy Croy,false,false,Lindsy,,Croy,Wehner LLC,15,6,52,,,,,,erat quisque erat eros viverra eget congue,5 Mariners Cove Way,,Surrey,work,No Phone Appeals,No Surveys,Opt-out,Opt-out,Opt-out,Newsletter
,,,false,false,Erhart,Erhart,Lamborne,"Schimmel, Ryan and Schuppe",3,8,64,,,,,,,43 Ridge Oak Way,PO Box 83016,Campbell,work,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-out,Survey
,Birch Cheavin,,true,false,Birch,,Cheavin,,16,1,63,,,,,,,96 Old Shore Junction,PO Box 22717,Victoria,home,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-in,Research update
Tamara Byron,,,false,false,Tamara,Tamara,Byron,Ankunding-Pouros,19,4,44,,,,,,,8598 Russell Junction,PO Box 42957,Saanich,home,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-in,Event
,,,false,true,Adrianna,,Poplee,,16,16,97,,,,,,,8 Judy Center,,Courtenay,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-out,Opt-out,Holiday Card
,,,false,false,Trip,,Meins,Terry LLC,15,11,79,,,,,,,1537 Buell Street,Apt 1045,Victoria,work,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Survey
,,,false,false,Harrietta,,Roubay,McLaughlin LLC,10,15,46,,,,,,quam a odio in hac habitasse platea,4 Harbort Parkway,Room 1890,Burnaby,personal,No Mass Communications,No Appeals,Opt-in,Opt-in,Opt-out,Holiday Card
,,Danyette Marven,true,false,Danyette,,Marven,O'Conner and Sons,19,17,81,aliquam augue quam sollicitudin vitae,,,29,,dis parturient montes nascetur ridiculus mus etiam,944 Blackbird Road,Room 895,Parksville,home,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Research update
,,,false,false,Lionel,,Vedeneev,Labadie and Sons,10,7,24,,,,,,,52 Novick Junction,Suite 100,Saanich,work,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-in,Event
Vanna Culbert,,,false,false,Vanna,,Culbert,Lynch LLC,20,8,74,,,,,,purus aliquet at feugiat non pretium,6055 Glendale Terrace,Apt 1791,Richmond,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Holiday Card
Percival Napton,,,false,false,Percival,,Napton,Willms-Mayer,18,15,10,,,,,,nisi volutpat eleifend donec,29 Reindahl Drive,Apt 1649,Campbell,personal,No Surveys,No Surveys,Opt-out,Opt-in,Opt-in,Research update
Emlen Cockley,,Emlen Cockley,false,false,Emlen,,Cockley,Abbott-Schaden,2,10,11,,,,,,,575 Ruskin Circle,Room 559,Richmond,work,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-in,Newsletter
,,,false,false,Kristen,,Tolputt,Lind-Koelpin,14,13,75,,,,,,,3 Menomonie Parkway,Room 1065,Burnaby,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-out,Event
,,,false,false,Theodoric,,Russen,,8,9,5,viverra pede ac diam cras pellentesque volutpat dui,,,,,,8613 South Circle,,Burnaby,home,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Thank you
,,,true,false,Inga,Inga,Ruttgers,,19,18,90,eu felis fusce,,,95,,,77246 Garrison Drive,14th Floor,Burnaby,personal,Do Not Call,Do Not Email,Opt-out,Opt-in,Opt-out,Survey
,,,false,false,Megan,,McDonnell,Kovacek Group,18,7,30,,,,,,pulvinar nulla pede ullamcorper,01526 David Junction,Apt 758,Burnaby,work,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Event
,,,false,false,Ansel,,Bowmer,Sanford-Kautzer,20,5,82,,,,,,consequat varius integer ac leo,7 Gina Place,Room 915,Burnaby,work,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-out,Survey
,,,false,false,Tucky,Tucky,Dunphy,"Grady, Kautzer and Wilderman",8,10,17,donec quis orci eget orci vehicula condimentum,73843,,,,at vulputate vitae nisl,458 Mifflin Parkway,Suite 28,Richmond,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-out,Survey
,,,true,false,Crawford,,Insko,"Conroy, Lemke and Heaney",16,13,86,nulla neque libero convallis eget eleifend luctus,,,2,,,6511 Oneill Circle,,Burnaby,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-out,Event
,,,false,false,Erina,,Joist,Langosh LLC,19,4,75,,,,,,,86 Eastwood Parkway,,Courtenay,personal,No Phone Appeals,No Appeals,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Ella,,Rowsell,Thiel-Bechtelar,6,2,88,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,,,,,et ultrices posuere cubilia curae duis,7159 Twin Pines Terrace,PO Box 3509,Nanaimo,personal,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Survey
,,Papageno Frosdick,false,false,Papageno,,Frosdick,West Inc,10,16,46,,,,,,,10 Melody Pass,PO Box 5039,Nanaimo,home,No Surveys,Do Not Email,Opt-in,Opt-out,Opt-in,Thank you
,,Mac Stair,false,false,Mac,,Stair,Harvey Inc,5,2,50,tincidunt eget,,,,,,050 Dexter Park,,Surrey,work,No Mass Communications,No Appeals,Opt-in,Opt-in,Opt-in,Survey
,Ysabel Pechacek,Ysabel Pechacek,false,false,Ysabel,,Pechacek,Cormier LLC,1,17,65,,,,,,,17329 Petterle Street,Room 1338,Courtenay,work,No Surveys,Do Not Email,Opt-out,Opt-in,Opt-in,Survey
,,Mitzi Liversidge,false,false,Mitzi,,Liversidge,Beahan and Sons,3,20,8,nulla tellus in sagittis dui vel nisl duis,,,,,,722 Muir Way,,Vancouver,work,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-out,Holiday Card
,,,false,false,Marielle,,Wastell,Schumm and Sons,5,4,72,eu nibh quisque id justo sit amet sapien dignissim,,,,,in lacus curabitur at ipsum ac tellus semper,3 Nevada Court,Apt 469,Surrey,home,No Mass Communications,No Appeals,Opt-in,Opt-in,Opt-in,Thank you
,,Stephine Carratt,false,false,Stephine,Stephine,Carratt,Anderson-Prosacco,0,16,49,primis in faucibus orci luctus et,,,,,mattis nibh ligula nec sem duis aliquam convallis,20 Green Ridge Junction,,Surrey,work,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Nicky,Nicky,Dring,Wunsch Group,19,4,78,,,,,,,38991 Elgar Parkway,,River,home,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-in,Research update
,,,false,false,Deborah,,Colgan,"Lehner, Waters and Stiedemann",11,11,10,,,,,,,9 Mallory Alley,,Burnaby,home,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-in,Thank you
Margaret Kunneke,Margaret Kunneke,,false,true,Margaret,Margaret,Kunneke,Ziemann-Wilderman,13,6,27,,,,,,,8217 Oak Valley Center,Suite 95,Victoria,personal,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-out,Event
Catarina Peagrim,Catarina Peagrim,,false,false,Catarina,,Peagrim,"Kerluke, Tromp and Bahringer",10,16,88,,59977,,,,,267 Pleasure Trail,,Parksville,personal,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Survey
,,,false,false,Sidnee,,Gianuzzi,Paucek-King,4,15,43,,,,,,,995 Old Shore Alley,PO Box 3487,Parksville,home,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-in,Survey
,,Alicea Stanyan,false,false,Alicea,,Stanyan,Ondricka Group,9,5,6,dui proin leo odio porttitor id,,,,,,665 7th Lane,Suite 27,Nanaimo,personal,No Surveys,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,,,false,false,Trixy,,Clout,Turcotte LLC,2,19,91,,,,,,,495 Spenser Terrace,,Richmond,home,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-in,Survey
,,,false,false,Merrilee,,Lopes,"Gusikowski, Beer and Erdman",4,1,11,,,,,,in hac habitasse platea dictumst morbi vestibulum,1 Vernon Pass,,Nanaimo,work,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-in,Thank you
,,Devina Eidelman,false,false,Devina,,Eidelman,Wolff-Mohr,17,19,52,eu tincidunt in,,,,,,57 Montana Alley,Room 1998,Vancouver,work,No Surveys,No Surveys,Opt-in,Opt-out,Opt-in,Thank you
,,,false,false,Val,Val,Hugonneau,,3,11,5,,,,,,erat id mauris,07570 Tomscot Center,,Richmond,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-in,Holiday Card
,Krystal Deval,,false,false,Krystal,,Deval,Macejkovic Inc,14,17,64,pede morbi,,,,,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,3098 Hanson Plaza,Room 872,Vancouver,home,Do Not Call,Do Not Email,Opt-out,Opt-in,Opt-in,Survey
,Meredithe Juszkiewicz,Meredithe Juszkiewicz,false,false,Meredithe,,Juszkiewicz,"Rowe, Greenholt and McDermott",16,16,92,mauris morbi non lectus aliquam sit amet diam,,,,,ipsum primis in faucibus orci,82873 Parkside Way,PO Box 92903,Richmond,work,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-out,Holiday Card
,,,false,false,Lebbie,,Boote,,16,12,44,,,,,,,06 Ryan Center,Apt 1355,Saanich,home,No Surveys,No Surveys,Opt-out,Opt-in,Opt-out,Thank you
,,,true,false,Emilee,,Attaway,Cartwright-Pfeffer,11,17,48,,,,,,ultrices phasellus id sapien in sapien iaculis congue vivamus,64620 Eastwood Plaza,,Victoria,home,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-in,Survey
,,,false,false,Jess,,Shernock,Herzog LLC,11,14,21,,91868,,,,,88076 Corry Center,Apt 3,Nanaimo,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-in,Thank you
,,,false,false,Loella,,Whitwood,Schoen-Becker,0,10,93,,,,,,nullam molestie nibh,11504 Surrey Circle,,Nanaimo,personal,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Mick,,Durrans,"Sanford, Gerhold and Ondricka",1,6,28,,,,,,sit amet consectetuer adipiscing elit proin risus,7940 Pepper Wood Plaza,,Parksville,personal,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Newsletter
,,,true,false,Simeon,Simeon,Seers,Vandervort-Mosciski,11,1,62,nibh quisque id justo sit amet sapien,37543,,,,,210 Mifflin Alley,PO Box 28044,Victoria,home,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Event
,,Bekki Sybe,false,false,Bekki,,Sybe,Doyle Inc,17,9,43,,,,,,,9958 Bay Avenue,11th Floor,Richmond,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Samuele,Samuele,Aleixo,Skiles-Langworth,14,16,45,,,,,,,2405 Forest Circle,16th Floor,Nanaimo,home,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Thank you
,,,true,false,Curt,Curt,McLaughlin,"D'Amore, Hand and Hirthe",20,2,96,,,,,,ultricies eu nibh quisque id justo sit amet sapien dignissim,1916 Fieldstone Hill,,Courtenay,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-in,Research update
,,,false,false,Ashly,,Ulyet,Lubowitz-Runolfsdottir,11,6,50,,,,,,feugiat non pretium quis,13 Schiller Avenue,Apt 1161,River,work,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-in,Holiday Card
,Murvyn Schirach,,false,false,Murvyn,Murvyn,Schirach,"Lubowitz, Olson and Lynch",3,3,50,,,,,,,1 Ilene Alley,,Parksville,home,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Thank you
,,,false,false,Marc,,Gethins,"Yost, Cronin and Cole",13,8,47,,,,,,,2539 Red Cloud Road,Room 1429,Campbell,work,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Newsletter
,,Mikey Atack,true,false,Mikey,,Atack,,4,10,6,,,,,,,27822 Barby Place,Room 1811,Richmond,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-in,Research update
,,Willy Blair,false,false,Willy,,Blair,Gorczany Group,10,6,99,,,,,,,1 5th Hill,8th Floor,Burnaby,work,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Karlene,,Whawell,Mitchell LLC,19,9,85,,332,,,,in porttitor pede justo eu massa donec,405 Lyons Point,,Nanaimo,home,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-in,Thank you
,Corie Jennaroy,,false,false,Corie,,Jennaroy,"Hilll, Davis and Morissette",19,13,64,,,,,,lectus pellentesque at nulla suspendisse potenti cras,32154 Holmberg Trail,4th Floor,Richmond,work,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-out,Holiday Card
,,Nathanael Branson,false,false,Nathanael,Nathanael,Branson,"Luettgen, Block and Maggio",18,11,44,erat quisque erat eros viverra eget congue eget semper rutrum,,,,,,1 Bluestem Hill,,Victoria,work,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Jacinta,,Rayworth,"Hessel, Wisoky and Fay",18,4,40,in imperdiet et commodo vulputate justo in,,,,,luctus et ultrices posuere cubilia curae duis,162 Homewood Crossing,Room 40,Richmond,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Morganica,,Olerenshaw,Williamson LLC,20,12,84,felis ut at dolor quis odio consequat varius,,,,,,625 Pankratz Street,Room 1397,Parksville,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-out,Thank you
,,,false,false,Margaret,Margaret,Tomley,"Padberg, Bailey and Mante",1,12,57,,,,,,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,447 Harbort Road,Suite 29,Victoria,personal,No Surveys,No Surveys,Opt-in,Opt-out,Opt-in,Research update
,,Keslie Stubbes,false,false,Keslie,,Stubbes,Effertz-Jast,16,10,14,,,,,,,1 Goodland Terrace,Suite 94,River,personal,No Surveys,No Appeals,Opt-in,Opt-out,Opt-in,Research update
,,,false,true,Davidson,,Warret,"Hamill, Wisoky and Howe",0,19,32,,,,,,pede ac diam cras pellentesque volutpat,1 Pawling Crossing,1st Floor,Saanich,home,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Ynez,,Chieco,Bogan Group,11,10,69,,,,,,euismod scelerisque quam turpis adipiscing lorem vitae mattis,48478 Burning Wood Hill,,Richmond,work,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-in,Event
,Alica Alders,,false,false,Alica,Alica,Alders,"Ziemann, Wuckert and Rosenbaum",7,13,7,bibendum felis sed interdum,,,,,,4 Waubesa Pass,,Vancouver,work,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,Florence Yanuk,Florence Yanuk,false,false,Florence,Florence,Yanuk,Walsh LLC,15,8,40,,,,,,in felis eu sapien,69 Ridgeview Place,,Courtenay,home,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-in,Newsletter
,,Melinda Fullerton,false,true,Melinda,Melinda,Fullerton,"Hammes, Daugherty and Batz",1,2,5,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,66041,,,,,92 Fordem Drive,,Burnaby,work,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Survey
Darelle Lampel,,,false,false,Darelle,,Lampel,Larkin Inc,8,5,100,,,,,,,75 Surrey Way,PO Box 25556,Parksville,personal,No Mass Communications,No Appeals,Opt-in,Opt-out,Opt-out,Research update
,,,false,false,Kenton,,Bolger,Gibson LLC,4,6,31,,37168,,,,,90304 Farwell Way,,River,work,No Surveys,No Appeals,Opt-in,Opt-out,Opt-in,Event
,,Helga Swainson,false,false,Helga,,Swainson,Smith-Zulauf,7,19,4,hac habitasse platea,,,,,,40 Prairie Rose Plaza,,Richmond,home,No Surveys,No Surveys,Opt-in,Opt-out,Opt-in,Survey
,,,false,false,Tatum,,Urpeth,Hettinger Inc,10,6,7,,,,,,,98 Nobel Terrace,Room 1378,Courtenay,personal,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Research update
Lyndel Newberry,,Lyndel Newberry,false,false,Lyndel,Lyndel,Newberry,"Macejkovic, Hyatt and Schinner",4,8,21,,,,,,,1 Northport Court,PO Box 16926,Nanaimo,home,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Survey
,,,false,false,Clarey,,Ginger,Kunze-Witting,18,2,17,,,,,,eget eros elementum pellentesque quisque porta volutpat erat,023 Maywood Park,PO Box 57499,Nanaimo,personal,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-in,Newsletter
,,,false,false,Gaelan,Gaelan,Ismail,Durgan-Kuhn,20,18,27,,,,,,in faucibus orci,10380 Dexter Court,Apt 1711,River,work,No Surveys,No Surveys,Opt-out,Opt-in,Opt-out,Newsletter
Dalila Hammill,,,true,false,Dalila,,Hammill,Cassin Inc,0,14,85,,,,,,,026 Mayfield Plaza,Room 538,Parksville,home,No Phone Appeals,No Surveys,Opt-out,Opt-out,Opt-out,Survey
,,,false,false,Alwyn,,Crossby,Dickens-Koelpin,1,15,67,lacus purus,,,,,quis turpis eget elit,05293 Pine View Lane,16th Floor,Victoria,personal,No Surveys,Do Not Email,Opt-out,Opt-in,Opt-in,Newsletter
,,Gunilla Lyffe,false,false,Gunilla,,Lyffe,,0,18,67,,,,,,nibh fusce lacus purus aliquet at feugiat non pretium quis,32483 Dapin Avenue,Room 987,Richmond,home,No Mass Communications,No Appeals,Opt-in,Opt-in,Opt-out,Thank you
,,,false,false,Karil,Karil,Tomczykowski,"Hand, Haley and Cartwright",12,10,62,,,,,,,66573 Beilfuss Drive,,Parksville,work,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-out,Newsletter
,,,false,false,Zared,,Shillaker,Bruen Inc,2,11,86,,,,,,,20820 Sage Parkway,Room 1366,Richmond,personal,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-out,Newsletter
,Giustino MacVay,,false,false,Giustino,Giustino,MacVay,"Christiansen, Hayes and Berge",4,9,49,,,,43,,tristique fusce congue diam,03304 5th Trail,,Victoria,personal,No Surveys,No Surveys,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Cristen,Cristen,Klimmek,Abernathy LLC,10,8,70,,,,,,imperdiet et commodo,7 Ryan Place,,Victoria,personal,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-in,Holiday Card
,,,false,true,Solly,Solly,Whyley,Heaney Group,5,16,18,urna pretium nisl ut volutpat sapien arcu sed augue aliquam,,,,,,15929 Raven Terrace,PO Box 56509,Surrey,personal,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-out,Newsletter
,,,false,false,Maryanne,,Wraxall,"Labadie, Balistreri and King",0,16,22,suspendisse ornare consequat lectus in est risus auctor sed,,,,,,807 Dakota Parkway,Room 849,Saanich,home,No Phone Appeals,No Appeals,Opt-in,Opt-in,Opt-out,Holiday Card
,,,false,false,Morgen,Morgen,Orwin,Gleichner-Dietrich,0,12,69,aliquam non mauris morbi non lectus,,,,,condimentum id luctus nec molestie sed justo pellentesque,2176 Gina Junction,,Surrey,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-in,Research update
,,,false,true,Royall,,Postill,Howe and Sons,18,18,51,enim leo,,,,,,5 Pine View Avenue,,Nanaimo,work,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-in,Research update
Clay MacKinnon,,Clay MacKinnon,false,true,Clay,,MacKinnon,,9,8,85,consequat varius integer ac leo pellentesque ultrices mattis odio donec,,,,,tellus in sagittis dui vel nisl duis ac nibh fusce,41011 Judy Lane,14th Floor,Parksville,work,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-in,Holiday Card
,,Roxana Powlett,false,true,Roxana,Roxana,Powlett,"Abshire, Emmerich and Rutherford",14,15,98,lectus vestibulum quam sapien varius,,,,,,90558 Fallview Lane,Apt 162,Campbell,personal,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Reube,,Pendrich,"Roob, Balistreri and Rath",18,5,45,,95429,,,,blandit lacinia erat vestibulum sed magna at,5 Helena Alley,,Richmond,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
,Oralla Aspinal,,false,false,Oralla,Oralla,Aspinal,"Kunze, Tremblay and Lesch",3,2,12,,,,,,sem sed sagittis nam congue,8 Cambridge Pass,Suite 3,Burnaby,personal,No Surveys,Do Not Email,Opt-out,Opt-in,Opt-out,Research update
,,,false,false,Martainn,,Ashington,D'Amore LLC,17,12,12,,,,6,,,2355 Lotheville Point,,Richmond,personal,Do Not Call,No Mass Emails,Opt-out,Opt-out,Opt-in,Survey
Gaby Cornejo,,,false,false,Gaby,,Cornejo,Gerhold-Oberbrunner,16,12,12,,,513160,,,,1915 Cherokee Circle,19th Floor,Vancouver,home,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Mitch,Mitch,Bonus,"Kessler, Mayer and Streich",19,5,55,,,,,,neque aenean auctor gravida sem,2 Glendale Junction,PO Box 8676,Courtenay,work,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-in,Holiday Card
,,Garey Sirrell,false,false,Garey,,Sirrell,Upton-Pollich,14,9,68,nibh in lectus pellentesque,,,,,,650 Mosinee Point,Room 9,Courtenay,home,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,,,false,false,Sinclare,,Smeed,,3,18,94,,,754727,,,,398 Reindahl Road,Apt 680,Courtenay,personal,No Phone Appeals,No Appeals,Opt-in,Opt-out,Opt-out,Research update
Germaine Liddyard,Germaine Liddyard,,false,false,Germaine,,Liddyard,Corwin Group,16,2,21,,,,,,vestibulum rutrum rutrum neque aenean auctor,396 Hudson Avenue,Suite 12,Burnaby,home,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-out,Event
,,,false,false,Cecilius,,Siddele,Hauck Inc,9,10,80,,,,,,sed lacus morbi sem mauris laoreet,906 Walton Court,PO Box 57734,River,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-out,Thank you
,,Jordan Inskipp,false,false,Jordan,,Inskipp,,20,10,14,,,,,,,242 David Center,Suite 61,Vancouver,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Hazlett,Hazlett,Filippyev,Schiller-O'Connell,13,6,91,erat quisque erat eros viverra eget congue,,,,,,0 Old Gate Circle,Suite 44,Richmond,work,No Surveys,No Appeals,Opt-in,Opt-out,Opt-in,Thank you
,Lev Hoggin,,false,true,Lev,Lev,Hoggin,Armstrong-Pagac,3,14,45,,,,,,felis eu sapien cursus vestibulum proin eu,37377 Talisman Drive,Suite 100,Courtenay,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Daniella,,Midford,Nienow Inc,5,3,64,,,,,,,4528 Holy Cross Center,Room 171,River,home,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Survey
,Janela Worrill,,false,true,Janela,,Worrill,Mueller Inc,12,9,73,,,,,,,4564 Main Terrace,10th Floor,River,personal,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-out,Research update
